Couchbase Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MongoDB Query,CPU consumption,RAM consumption,Total consumption,Time Taken,MySQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken,PostgreSQL Query,CPU consumption,RAM consumption,Total consumption,Time Taken
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",1.16,0.13,1.29,3.81,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",0.86,0.15,1.01,4.23,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.47,0.18,1.65,4.51,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",1.3,0.16,1.46,4.26
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",0.49,0.13,0.62,3.91,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.25,0.15,1.4,4.72,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.21,0.16,1.37,4.03,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",0.45,0.15,0.6,4.02
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",1.32,0.17,1.5,4.86,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.87,0.15,2.02,4.5,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.3,0.16,1.46,4.42,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",0.77,0.16,0.94,4.3
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",1.03,0.14,1.17,3.96,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.17,0.17,1.34,4.99,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.17,0.18,1.35,4.66,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",1.56,0.17,1.72,4.48
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",1.15,0.14,1.29,3.9,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.41,0.17,1.58,4.66,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.27,0.16,1.43,4.28,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",0.83,0.15,0.98,4.06
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",1.05,0.14,1.19,3.8,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.11,0.14,1.25,4.35,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.09,0.17,1.26,4.47,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",1.16,0.15,1.31,4.3
"INSERT INTO online_retail(KEY, VALUE) VALUES(""2502"",{""﻿InvoiceNo"": ""8569I"",""StockCode"": ""33572"",""Description"": ""Big Car"",""Quantity"": 3,""InvoiceDate"": ""01-12-2010  08:26:00"",""UnitPrice"": ""234"",""CustomerID"": ""17859"",""Country"": ""United Kingdom""});UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';",0.91,0.18,1.09,5.39,"db.online_retail.insertOne({ ""﻿InvoiceNo"": ""8569I"", ""StockCode"": ""33572"" , ""Description"": ""Big Car"", ""Quantity"": 3, ""InvoiceDate"": ""01-12-2010  08:26:00"" , ""UnitPrice"": ""234"", ""CustomerID"": ""17859"" , ""Country"": ""United Kingdom""})",1.21,0.14,1.35,4.35,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom');",1.39,0.17,1.56,4.47,"INSERT INTO online_retail (﻿InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country) VALUES ('8569I','33572','Big Car',3,'01-12-2010  08:26:00','234','17859','United Kingdom')",1.53,0.15,1.68,4.38
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.47,0.11,0.58,3.72,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",0.87,0.14,1,3.89,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.37,0.2,1.57,4.81,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.14,0.14,1.28,4.01
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.74,0.11,0.85,3.69,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",0.76,0.14,0.89,3.94,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,2.42,0.21,2.63,5.09,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.2,0.19,1.38,4.87
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.28,0.11,0.4,3.53,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.67,0.14,1.81,4.05,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.27,0.2,1.47,5.08,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.13,0.15,1.28,4.21
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.42,0.12,0.54,3.64,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.34,0.16,1.5,4.33,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.9,0.26,2.15,6.09,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.24,0.16,1.41,4.36
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.07,0.12,1.18,3.71,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",0.98,0.14,1.12,3.69,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.67,0.21,1.88,4.88,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.34,0.14,1.48,4.16
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.46,0.12,0.58,3.65,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",0.79,0.14,0.93,3.74,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,2.02,0.21,2.23,5.19,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.27,0.15,1.42,4.67
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.34,0.12,0.45,3.6,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.36,0.14,1.5,4.45,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.28,0.2,1.48,5.05,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.15,0.16,1.31,4.23
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,0.85,0.12,0.97,3.77,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.25,0.16,1.41,4.23,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.59,0.25,1.84,5.09,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.34,0.16,1.5,4.39
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.68,0.12,1.8,3.69,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.26,0.14,1.4,4.49,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.38,0.2,1.58,5.43,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.25,0.15,1.4,4.27
UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.04,0.12,1.16,3.68,"db.online_retail.updateOne({""﻿InvoiceNo"" :""536396""}, {""$set"": {""Country"":""Australia""} })",1.65,0.16,1.81,4.53,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.47,0.21,1.68,5.67,UPDATE online_retail SET Country = 'Australia' WHERE ﻿InvoiceNo = '536396';,1.14,0.16,1.3,4.35
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.36,0.14,1.5,3.97,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.01,0.15,1.16,4.25,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,2.18,0.22,2.4,5.17,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.03,0.16,1.19,4.3
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.47,0.15,1.62,4.16,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.2,0.13,1.33,3.85,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.56,0.2,1.76,4.97,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.01,0.15,1.16,4.07
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.08,0.14,1.22,3.99,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",0.96,0.13,1.09,3.95,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.52,0.21,1.73,5.2,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.87,0.16,1.03,4.21
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.82,0.13,0.95,4.02,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",0.92,0.13,1.06,3.93,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.76,0.2,1.96,5.19,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.9,0.15,1.04,3.96
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.26,0.14,1.4,3.89,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.33,0.15,1.48,4.31,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.84,0.22,2.06,5.44,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.21,0.16,1.37,4.24
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.57,0.15,1.72,4.13,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",0.98,0.14,1.12,3.93,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.78,0.23,2.01,5.43,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.97,0.15,1.12,4.21
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.35,0.14,1.49,3.99,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.07,0.14,1.21,4.07,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.78,0.2,1.99,4.94,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.3,0.15,1.45,3.98
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.47,0.15,1.62,4.02,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",0.86,0.14,1.01,4.06,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.92,0.18,1.11,4.65,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.27,0.15,1.42,4.05
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.26,0.14,1.4,3.97,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.01,0.15,1.16,4.24,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.39,0.18,1.57,4.69,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.12,0.15,1.26,4.03
DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.57,0.15,1.72,4.16,"db.online_retail.deleteOne({""﻿InvoiceNo"" :""536396""})",1.03,0.14,1.17,4.22,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,1.38,0.19,1.57,4.64,DELETE FROM online_retail WHERE ﻿InvoiceNo = '536396';,0.75,0.15,0.9,4.05
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",1.1,0.15,1.25,4.41,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",0.66,0.27,0.93,5.13,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",1.2,0.18,1.38,4.97,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",1.91,0.13,2.03,4.02
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",1.38,0.16,1.54,4.43,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",1.18,0.21,1.39,4.6,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",1.09,0.16,1.25,4.61,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",0.7,0.13,0.83,4.03
"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",1.22,0.15,1.37,4.17,"db.online_retail.aggregate([{""$lookup"": {""from"": ""online_retail"",""localField"": ""Quantity"",""foreignField"": ""Quantity"",""as"": ""joined""}}]);",0.8,0.21,1.01,4.43,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode=""85123"";",0.91,0.15,1.06,4.42,"SELECT a.StockCode, b.Country FROM online_retail AS a LEFT JOIN online_retail AS b ON a.Quantity = b.Quantity where a.StockCode='85123';",0.8,0.12,0.92,3.88
